VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
tepe,SergioP,masculino,62,3a,fundamental,central,3.1,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, São Paulo S1: tem... , porque <T> , lá o preço é 
tepe,SergioP,masculino,62,3a,fundamental,central,3.1,SPcapital,0,k,tonica,final,adverbio,0.93,conversacao,melhor, os guardas <T> é , melhor <T> , com eles do que 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,t,atona,medial,substantivo,0.54,conversacao,certeza, fora? S1: ah com , certeza <R> , D1: é [risos] S1: 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,o,k,tonica,final,substantivo,1.01,conversacao,interior, regiões tem cidades do , interior <T> , que não tem nem... 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, é do estado mesmo , porque <T> , foi o estado que 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, <A> minha casa meu , apartamento <T> , ... (xxx) [crianças gritando] 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, a faculdade é na , parte <R> , da manhã e o 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, quando (vo)cê vai na , Liberdade <T> , (quando) (vo)cê vai no 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,b,tonica,final,substantivo,1.94,conversacao,lugar, D1: uhum S1: o , lugar <T> , bem limpo não tem 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,k,tonica,medial,substantivo,0.34,conversacao,Parque, que/ que só... no , Parque <R> , Dom Pedro agora com 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, não aprende outra coisa , porque <T> , dizem... que se eles 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,b,atona,medial,conj.prep,3.25,conversacao,por, é por <T> manha , por <T> , birra lá eles não 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,m,atona,medial,verbo,0.05,conversacao,terminar, S1: então não pretendo , terminar <R> , <A> a faculdade e 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,0,z,atona,medial,adjetivo,0.02,conversacao,maiorzinhos, com seis (es)tão entrando , maiorzinhos <T> , ... mas desde do 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.1,conversacao,cursos, tem acho que dez , cursos <T> , ... é um número 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,m,atona,medial,conj.prep,3.25,conversacao,por, criança fica gritando é , por <T> , manha por <T> birra 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, trabalham S1: que trabalham... , porque <T> , são bem pessoas (vo)cê 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,s,atona,medial,substantivo,0.03,conversacao,exercício, (es)tava falando assim) um , exercício <T> , por </> exemplo é 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,n,tonica,final,substantivo,1.94,conversacao,lugar, <A> pra qualquer <A> , lugar <R> , né? D1: aham S1: 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,n,tonica,medial,substantivo,0.9,conversacao,governo, aham S1: como o , governo <R> , (es)tá falando que (es)tá 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, gosto (mesmo assim) gosto , porque <T> , é uma cidade educadora 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,s,atona,medial,substantivo,0.01,conversacao,terc, sociologia é só no , terc <T> , / ... no segundo 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.1,conversacao,cursos, mas... mas entre os , cursos <T> , de pedagogia todo mundo 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,3,s,tonica,medial,verbo,0.3,conversacao,conversa, conhece todo mundo se , conversa <T> , D1: uhum S1: os 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,ts,atona,medial,adjetivo,0.14,conversacao,pertinho, tem um CEU aqui , pertinho <R> , da gente (xxx) Aricanduva 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.48,conversacao,curso, quero fazer <A> um , curso <T> , de... de monitora... pra 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, D1: olha S1: nemo , porque <T> , tinha um peixe palhaço 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.48,conversacao,curso, eles deveriam dar <A> , curso <T> , pras pessoas que D1: 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, só isso! S1: só , porque <T> , também {(a infra-estrutura é 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, boa... D1: (uhum) S1: , porque <T> , a educação antes era 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, é um absurdo <V> , porque <T> , você} pode alfabetizar <A> 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,0,ts,tonica,medial,substantivo,0.11,conversacao,sorte, questão de ter <R> , sorte <R> , é questão de... de 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,k,atona,medial,substantivo,0.04,conversacao,percurso, né? S1: {é}... o , percurso <T> , <T> acho que aqui 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,atona,medial,conj.prep,3.25,conversacao,por, é são duas estagiárias , por <T> , sala são as professoras 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,o,t,atona,medial,substantivo,0.96,conversacao,português, escrever... <R> que só , português <R> , e matemática que você 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,n,atona,medial,adjetivo,0.24,conversacao,super, um bairro de gran/ , super <T> , nobre D1: aham aí 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,0,z,atona,medial,adjetivo,0.02,conversacao,maiorzinhos, uhm S1: então os , maiorzinhos <T> , a gente levou várias 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,d,tonica,final,substantivo,0.05,conversacao,andar, trabalham... com com o , andar <R> , deles pra desenvolver/ <A> 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,s,atona,medial,substantivo,0.04,conversacao,berçário, berçário <T> e no , berçario <T> , também eles tem projetos 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,o,s,tonica,medial,substantivo,0.1,conversacao,força, fazendo... acho que com , força <T> , de vontade acho que 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, coisas nos Estados Unidos , porque <T> , eles são a maior 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,p,atona,medial,conj.prep,3.25,conversacao,por, passar <A> o aluno , por <T> , passar... <A> D1: uhum 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,o,t,atona,medial,substantivo,0.96,conversacao,português, gostava de geografia história... , português <T> , D1: nossa você gostava 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,atona,medial,conj.prep,3.25,conversacao,por, e eles pagam três , por <R> , cento do salário deles 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,n,tonica,medial,substantivo,0.9,conversacao,governo, assim só que o , governo <R> , também aplicou uma apostila... 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.04,conversacao,percurso, S1: {é}... o percurso , <T> <T> , acho que aqui na 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,dz,tonica,medial,substantivo,0.38,conversacao,tarde, na parte <R> da , tarde <R> , aí só que eu 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,a,ts,atona,medial,adjetivo,0.03,conversacao,artística, fazem diferente é educação , artística <R> , e educação física D1: 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,s,tonica,final,morf.inf,0.78,conversacao,ter, não é questão de , ter <R> , sorte <R> é questão 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,s,tonica,medial,substantivo,0.48,conversacao,curso, só que como o , curso <R> , (es)tava muito caro não 
tepe,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,u,k,atona,medial,conj.prep,5.98,conversacao,porque, assim diferença social tem , porque <T> , a qualidade de vida 
retroflexo,AmandaA,feminino,20,1a,superior,periferica,3,SPcapital,e,ts,atona,medial,adjetivo,0.09,conversacao,divertido, que fica bem mais , divertido <R> , D1: é S1: mas 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,n,atona,medial,substantivo,0.16,conversacao,jornal, S1: né... (cuida do) , jornal <T> , e às vezes tem 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,t,tonica,medial,adjetivo,0.12,conversacao,certa, de boneca (até) uma , certa <T> , idade né... tem a 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,m,atona,medial,verbo,0.02,conversacao,terminava, quarto <R> quando eu , terminava <T> , de montar <A> a 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,i,m,atona,medial,substantivo,2.09,conversacao,irmã, o pai e a , irmã <T> , ... o pai já 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,v,atona,medial,verbo,0.03,conversacao,servir, sabe que não vai , servir <T> , </> pra nada... aqueles 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,k,atona,medial,substantivo,0.2,conversacao,mercado, deixar <A> ela no , mercado <T> , ?... eu tinha certeza 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, aqui nas praias mais , perto <T> , de São Paulo não 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,z,atona,medial,adjetivo,0.01,conversacao,menorzinha, e eu era a , menorzinha <T> , ... eu acho que 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,v,atona,medial,verbo,0.01,conversacao,servindo, as pessoas (elas) acabam , servindo <T> , ao dinheiro porque <A> 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,i,m,atona,medial,substantivo,1.06,conversacao,irmão, boneca com o meu , irmão <T> , em casa D1: {aham} 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,m,atona,medial,adjetivo,0.51,conversacao,normal, o lugar </> é , normal <R> , é sossegado... mas a 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,i,m,atona,medial,substantivo,2.09,conversacao,irmã, oitenta e cinco)... minha , irmã <T> , tem vinte e (nove) 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,ts,tonica,medial,substantivo,0.04,conversacao,morte, <T> ?... pena de , morte <T> , ... muito (duro) tirar 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,d,tonica,medial,verbo,0.05,conversacao,acorda, S1: um dia você , acorda <R> , e tem um neném 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,u,m,atona,medial,substantivo,0.08,conversacao,turminha, veio uma... mas a , turminha <T> , dela era quatro D1: 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,m,atona,medial,verbo,0.11,conversacao,terminei, pra escola pública e , terminei <T> , no Padre Antão D1: 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,v,atona,medial,adjetivo,0.24,conversacao,super, Paulo é uma cidade... , super <T> , valorizada... então a pessoa 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,ts,tonica,medial,substantivo,0.11,conversacao,sorte, {nossa senhora}... é a , sorte <R> , deles é que não 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, S1: eu fico louca... , porque <T> , ... pra falar <A> 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,s,atona,medial,verbo,0.28,conversacao,conversando, quê minha mãe (es)tava , (conversando <T> , ) no carro e 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,z,tonica,medial,adjetivo,0.2,conversacao,quatorze, beijo eu tinha quase , quatorze <T> , ... eu não queria 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,m,atona,medial,adjetivo,0.51,conversacao,normal, viajar... <A> praia assim , normal <T> , D1: aham... pra onde 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,d,tonica,medial,verbo,0.01,conversacao,engorda, (xxx) a gente não , engorda <R> , quando casa engorda <T> 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,t,tonica,medial,verbo,0.03,conversacao,corta, ele vai lá e , corta <T> , uma árvore <T> ... 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,s,tonica,medial,substantivo,0.05,conversacao,berço, uma volta vou no , berço <R> , vou cobrir <A> / 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,s,tonica,final,adjetivo,0.34,conversacao,pior, problema... e o  , pior <T> , (vo)cê sabe o que 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,g,tonica,final,substantivo,0.04,conversacao,Senador, Guilherme <T> rudge pra , Senador <T> , Godoy... da Senador <T> 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,n,tonica,final,substantivo,0.05,conversacao,vendedor, <A> ah vem o , vendedor <T> , não sei o quê... 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,d,tonica,medial,verbo,0.07,conversacao,concordo, S1: até eu que... , concordo <R> , vai passar <A> um 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, Jaborandi... da Jaborandi/ tudo , perto <R> , ... nada longe uma 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,t,tonica,final,morf.inf,0.05,conversacao,poder, </> ruído]... pra , poder  <T> , (es)tar <A> lá (xxx) 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, </> na sala ali , perto <T> , do/ do berço <R> 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,d,atona,medial,verbo,0.17,conversacao,perder, mas eu não consegui , perder <R> , </> os oito quilos... 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,d,atona,medial,substantivo,0.63,conversacao,nordeste, ali é lá no , nordeste <R> , / (es)tá todo o 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,a,s,atona,medial,substantivo,0.01,conversacao,escarcéu, aí eu fiz um , escarcéu <T> , na escola ela foi 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,d,atona,medial,substantivo,0.63,conversacao,Nordeste, gente tem aqui no , Nordeste <R> , né D1: aham S1: 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, aqui pro Tatuapé também , perto <R> , ... Vilela Serra do 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,t,atona,medial,adjetivo,0.01,conversacao,confortável, de ônibus... é mais , confortável <T> , vim de manhã e 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,0,#,tonica,final,adjetivo,0.12,conversacao,menor, era lá embaixo era , menor <T> , D1: era em outro 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,3,m,tonica,medial,substantivo,0.08,conversacao,Guilherme, Guilherme <T> rudge... da , Guilherme <T> , rudge pra Senador <T> 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,a,v,tonica,medial,substantivo,0.1,conversacao,árvore, corta <V> 56.30 uma , árvore <T> , ... ele não... ele 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,u,l,atona,medial,conj.prep,3.25,conversacao,por, <T> distância... não é , por <T> , lugar <V> 20.54 assim 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,a,p,tonica,final,substantivo,1.94,conversacao,lugar, de tudo quanto é , lugar <R> , pegar <A> dinheiro e 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,i,m,atona,medial,substantivo,1.06,conversacao,irmão, sua idade? S1: meu , irmão <R> , tem... vinte e quatro 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,g,tonica,final,substantivo,0.04,conversacao,Senador, a gente mudou pra , Senador <T> , Godoy aí... era bagunça... 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,d,atona,medial,verbo,0.01,conversacao,acordei, mesmo}... hoje mesmo eu , acordei <R> , nove horas... fico dormindo 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,n,atona,medial,substantivo,0.16,conversacao,jornal, Penha buscar <A> o , jornal <T> , da igreja... volta pra 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,m,atona,medial,adjetivo,0.01,conversacao,dorminhoca, madrugada... nunca teve cólica... , dorminhoca <T> , (sem problema) pra comer 
tepe,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,o,n,atona,medial,substantivo,0.16,conversacao,jornal, volta pra igreja (caindo) , jornal <T> , ... é como se 
retroflexo,PamelaR,feminino,27,1a,medio,periferica,2.7,interior,e,s,atona,medial,verbo,0.21,conversacao,perceber, no sul dá pra , perceber <R> , / D1: quando (vo)cê 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,0,#,tonica,final,adjetivo,0.26,conversacao,maior, círculo <T> de amizades , maior... <T> , sim continua tem... tem... 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, região norte ? S1: , norte <T> , mesmo não não D1: 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,a,k,tonica,medial,verbo,0.02,conversacao,marcam, gostava... é que me , marcam <T> , até mais os professores 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,a,dz,atona,medial,substantivo,0.14,conversacao,Jardins, também bastante tempo nos , Jardins <T> , ... aí depois fui 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,e,#,tonica,final,substantivo,0.22,conversacao,lazer, eles nas situações de , lazer... <T> , [49.06] eu voltei a 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,a,n,tonica,final,substantivo,1.94,conversacao,lugar, [27.22] não toma muito , lugar <T> , né D1: e você 
tepe,PatriciaT,feminino,31,1a,superior,central,4.1,interior,a,k,tonica,final,substantivo,1.94,conversacao,lugar, transporte <V> [9.55] um , lugar <T> , que eu descobri super 
